iter	Passed	Remaining
1666	21651	43289
1667	21665	43279
1668	21687	43284
1669	21704	43278
1670	21716	43264
1671	21738	43269
1672	21757	43267
1673	21771	43257
1674	21779	43233
1675	21790	43217
1676	21804	43205
1677	21818	43194
1678	21825	43169
1679	21837	43154
1680	21853	43147
1681	21862	43127
1682	21872	43107
1683	21879	43083
1684	21891	43068
1685	21907	43061
1686	21917	43042
1687	21933	43034
1688	21944	43017
1689	21956	43002
1690	21965	42982
1691	21980	42973
1692	21992	42958
1693	22001	42938
1694	22014	42925
1695	22025	42909
1696	22038	42894
1697	22049	42878
1698	22063	42866
1699	22070	42842
1700	22084	42832
1701	22094	42812
1702	22109	42804
1703	22121	42789
1704	22135	42778
1705	22148	42765
1706	22162	42754
1707	22178	42747
1708	22193	42737
1709	22201	42714
1710	22213	42700
1711	22222	42680
1712	22234	42665
1713	22245	42648
1714	22251	42621
1715	22260	42601
1716	22275	42591
1717	22285	42573
1718	22296	42556
1719	22304	42534
1720	22316	42520
1721	22324	42497
1722	22338	42485
1723	22346	42464
1724	22358	42448
1725	22373	42439
1726	22379	42413
1727	22392	42399
1728	22403	42383
1729	22415	42369
1730	22429	42357
1731	22435	42331
1732	22446	42315
1733	22458	42300
1734	22466	42278
1735	22474	42255
1736	22482	42233
1737	22497	42225
1738	22505	42202
1739	22517	42187
1740	22526	42167
1741	22536	42149
1742	22548	42134
1743	22560	42120
1744	22575	42111
1745	22587	42095
1746	22601	42085
1747	22617	42077
1748	22631	42066
1749	22641	42048
1750	22651	42029
1751	22661	42011
1752	22668	41987
1753	22678	41970
1754	22688	41950
1755	22695	41927
1756	22705	41909
1757	22721	41900
1758	22732	41885
1759	22739	41862
1760	22754	41852
1761	22765	41836
1762	22775	41817
1763	22787	41802
1764	22794	41779
1765	22806	41765
1766	22814	41742
1767	22829	41733
1768	22841	41719
1769	22857	41711
1770	22872	41703
1771	22884	41687
1772	22897	41675
1773	22913	41667
1774	22926	41655
1775	22936	41637
1776	22948	41621
1777	22961	41609
1778	22975	41598
1779	22987	41583
1780	23000	41571
1781	23008	41549
1782	23019	41532
1783	23026	41509
1784	23045	41507
1785	23061	41499
1786	23073	41485
1787	23080	41463
1788	23087	41438
1789	23101	41428
1790	23109	41406
1791	23121	41392
1792	23136	41383
1793	23150	41371
1794	23163	41358
1795	23172	41339
1796	23187	41329
1797	23194	41306
1798	23204	41288
1799	23215	41272
1800	23230	41262
1801	23241	41246
1802	23256	41237
1803	23268	41222
1804	23277	41203
1805	23289	41187
1806	23305	41181
1807	23319	41170
1808	23331	41156
1809	23342	41139
1810	23356	41128
1811	23366	41110
1812	23379	41098
1813	23385	41073
1814	23398	41060
1815	23411	41047
1816	23421	41029
1817	23433	41014
1818	23442	40995
1819	23458	40987
1820	23471	40975
1821	23488	40969
1822	23494	40944
1823	23503	40925
1824	23515	40910
1825	23530	40901
1826	23545	40891
1827	23558	40880
1828	23569	40863
1829	23579	40845
1830	23589	40828
1831	23601	40812
1832	23612	40796
1833	23625	40784
1834	23634	40765
1835	23647	40751
1836	23659	40737
1837	23672	40725
1838	23687	40715
1839	23700	40702
1840	23710	40684
1841	23723	40672
1842	23736	40660
1843	23744	40638
1844	23756	40623
1845	23771	40615
1846	23782	40599
1847	23792	40581
1848	23803	40564
1849	23814	40548
1850	23827	40536
1851	23840	40523
1852	23853	40510
1853	23864	40494
1854	23876	40480
1855	23889	40468
1856	23899	40450
1857	23912	40438
1858	23920	40416
1859	23933	40404
1860	23944	40388
1861	23959	40377
1862	23972	40366
1863	23978	40341
1864	23989	40326
1865	23999	40308
1866	24017	40303
1867	24024	40281
1868	24037	40267
1869	24045	40246
1870	24056	40231
1871	24068	40217
1872	24081	40204
1873	24092	40189
1874	24104	40173
1875	24117	40162
1876	24127	40143
1877	24138	40128
1878	24152	40116
1879	24161	40098
1880	24176	40089
1881	24186	40071
1882	24199	40058
1883	24212	40045
1884	24219	40023
1885	24232	40010
1886	24240	39989
1887	24253	39976
1888	24262	39958
1889	24273	39941
1890	24285	39928
1891	24293	39906
