iter	MAE
161	14643.15813
162	14611.84293
163	14573.62338
164	14550.71402
165	14504.89506
166	14446.66408
167	14424.66873
168	14395.56186
169	14337.19973
170	14269.68753
171	14246.20719
172	14201.83655
173	14150.1491
174	14120.12402
175	14083.6766
176	14053.7435
177	14028.43243
178	14004.68148
179	13982.05637
180	13953.6236
181	13917.34518
182	13889.83516
183	13866.20355
184	13844.27168
185	13823.29167
186	13790.98634
187	13767.60102
188	13733.59804
189	13702.59528
190	13665.30845
191	13638.98399
192	13598.58133
193	13561.74513
194	13537.24568
195	13504.76781
196	13487.8044
197	13466.678
198	13442.89571
199	13393.71492
200	13372.71329
201	13350.35012
202	13319.06619
203	13301.64437
204	13269.68289
205	13245.84463
206	13209.13694
207	13182.32166
208	13142.3627
209	13115.49881
210	13093.59183
211	13059.968
212	13032.47331
213	13012.01675
214	12996.10409
215	12979.74975
216	12952.77405
217	12925.82971
218	12882.41109
219	12863.87309
220	12818.45501
221	12799.02554
222	12778.84879
223	12750.54957
224	12723.38627
225	12679.57372
226	12656.11492
227	12622.97197
228	12604.46791
229	12583.23393
230	12569.87058
231	12546.41877
232	12513.13899
233	12490.4943
234	12468.67922
235	12453.37948
236	12423.92756
237	12406.6256
238	12395.21991
239	12368.11992
240	12340.22674
241	12302.48617
242	12282.86475
243	12259.48417
244	12233.38408
245	12219.21024
246	12192.83154
247	12170.01187
248	12135.82878
249	12114.40028
250	12098.24341
251	12069.46368
252	12062.39809
253	12044.90562
254	12035.02406
255	12017.82565
256	11990.91245
257	11965.17217
258	11942.35042
259	11925.12249
260	11916.42279
261	11897.78461
262	11877.2713
263	11852.87333
264	11831.12039
265	11791.8361
266	11775.65748
267	11756.12863
268	11737.26581
269	11706.54854
270	11690.0498
271	11666.77864
272	11646.76691
273	11634.09142
274	11615.8071
275	11603.03391
276	11582.3752
277	11572.23225
278	11555.36674
279	11541.8876
280	11509.4806
281	11481.60424
282	11460.76108
283	11436.97639
284	11411.29
285	11379.5564
286	11352.55373
287	11335.44969
288	11315.86848
289	11294.67151
290	11269.20769
291	11258.51523
292	11230.37464
293	11215.97878
294	11200.28394
295	11182.18402
296	11166.29567
297	11133.03842
298	11116.92413
299	11100.41902
300	11075.94039
301	11065.33334
302	11041.91698
303	11023.11276
304	11011.64091
305	11002.85838
306	10990.07563
307	10970.94111
308	10950.56657
309	10929.62521
310	10909.7017
311	10891.271
312	10875.53003
313	10861.02782
314	10850.20883
315	10832.13671
316	10814.85499
317	10804.08733
318	10787.29114
319	10767.16197
320	10747.29103
321	10724.85785
322	10705.1574
323	10687.13195
324	10681.15127
325	10671.67164
326	10653.99485
327	10636.31269
328	10618.73488
329	10600.12015
330	10588.51852
331	10569.43773
332	10557.11489
333	10539.90402
334	10517.13711
335	10499.49439
336	10484.66878
337	10465.93406
338	10432.83834
339	10407.62697
340	10381.04386
341	10364.47661
342	10347.60892
343	10325.91452
344	10315.8723
345	10294.3099
346	10275.33666
347	10264.04445
348	10252.62325
349	10240.97508
350	10230.84851
351	10213.62762
352	10197.68825
353	10188.67002
354	10168.46112
355	10155.21723
356	10145.94708
357	10135.69601
358	10116.79267
359	10105.08851
360	10089.80803
361	10079.97676
362	10064.77629
363	10043.88092
364	10027.57445
365	10007.79542
366	10002.67281
367	9977.983194
368	9959.672444
369	9950.19247
370	9943.55814
371	9925.648074
372	9914.502916
373	9901.031769
374	9877.411859
375	9859.004209
376	9842.184513
377	9831.714247
378	9824.581642
379	9814.038544
380	9804.600374
381	9784.526797
382	9769.012744
383	9750.720753
384	9744.753365
385	9723.866523
386	9712.014513
387	9693.565125
388	9681.851836
389	9677.018471
390	9659.774221
391	9642.807189
392	9623.786535
393	9610.599264
394	9593.74075
395	9575.827009
396	9560.488125
397	9548.121068
398	9535.151791
399	9527.315153
400	9518.81426
401	9504.507181
402	9492.624029
403	9486.994748
404	9475.037537
405	9461.893755
406	9445.317397
407	9435.190051
408	9426.89455
409	9413.19729
410	9406.88818
411	9394.502521
412	9377.074449
413	9363.334798
414	9357.717197
415	9340.455637
416	9329.901695
417	9319.300025
418	9311.046269
419	9299.156553
420	9290.823901
421	9282.583646
422	9270.528358
423	9251.351701
424	9241.232534
425	9228.047801
426	9208.75129
427	9200.076593
428	9185.08113
429	9164.886502
430	9153.888999
431	9145.648944
432	9140.735533
433	9130.19875
434	9118.193831
435	9102.355568
436	9089.373394
437	9080.320494
438	9068.276158
439	9057.311126
440	9045.974074
441	9037.076378
442	9023.065896
443	9009.007564
444	8998.93246
445	8988.834157
446	8980.768213
447	8971.329719
448	8966.931242
449	8958.634972
450	8935.147234
451	8929.012268
452	8924.046907
453	8913.829457
454	8904.391343
455	8895.586545
456	8884.821761
457	8875.684643
458	8868.568066
459	8858.748024
460	8844.497505
461	8836.030675
462	8828.635007
463	8824.14409
464	8811.740567
465	8802.922332
466	8787.104927
467	8770.295163
468	8759.491202
469	8750.021901
470	8741.305891
471	8734.676019
472	8724.536396
473	8718.104214
474	8706.263562
475	8702.773315
476	8697.466917
477	8682.43639
478	8674.335242
479	8668.647155
480	8662.830134
481	8647.037675
482	8634.248112
483	8627.222431
484	8616.985274
485	8604.54431
486	8593.756374
487	8579.252419
488	8567.913252
489	8559.385482
490	8549.101015
491	8539.080564
492	8533.509707
493	8521.4951
494	8516.455132
495	8508.050355
496	8502.407914
497	8496.938837
498	8485.005766
499	8473.70484
500	8467.344728
501	8458.504826
502	8450.746859
503	8445.032113
504	8422.449665
505	8414.870945
506	8409.178153
507	8388.229894
508	8379.493499
509	8365.416407
510	8353.724665
511	8343.159967
512	8335.322596
513	8330.449526
514	8324.037428
515	8317.831083
516	8311.335611
517	8300.411671
518	8283.211141
519	8273.835156
520	8267.44534
521	8255.990155
522	8249.408032
523	8242.025135
524	8234.864838
525	8225.445052
526	8220.101572
527	8203.582074
528	8185.037147
529	8182.007517
530	8173.352965
531	8153.311009
532	8145.264475
533	8142.811919
534	8135.249019
535	8124.343864
536	8115.928764
537	8106.158837
538	8095.221935
539	8083.084855
540	8073.847597
541	8067.12777
542	8050.165196
543	8046.022693
544	8036.591783
545	8026.146533
546	8019.508621
547	8011.582626
548	8001.508458
549	7990.548715
550	7984.303113
551	7977.349662
552	7966.37341
553	7955.003336
554	7953.860294
555	7948.083479
556	7940.512515
557	7930.808651
558	7917.447629
559	7910.226367
560	7902.87229
561	7895.486551
562	7891.891796
563	7877.468975
564	7870.403466
565	7867.259904
566	7862.24737
567	7850.733135
568	7844.499027
569	7842.12406
570	7832.113439
571	7825.291212
572	7817.465082
573	7813.831522
574	7810.544338
575	7805.286125
576	7791.092335
577	7776.404037
578	7769.951712
579	7766.479599
580	7752.850789
581	7750.116955
582	7738.955132
583	7727.488081
584	7710.196591
585	7705.085471
586	7697.94579
587	7690.831387
588	7684.565946
589	7677.916118
590	7673.26121
591	7664.229242
592	7655.996473
593	7651.288141
594	7644.63151
595	7640.370193
596	7636.619012
597	7630.237929
598	7622.779326
599	7611.830797
600	7607.496487
601	7605.274149
602	7595.999321
603	7592.52295
604	7585.671041
605	7580.053005
606	7573.762227
607	7566.234878
608	7559.823612
609	7551.424717
610	7538.60487
611	7534.68518
612	7520.299153
613	7513.563796
614	7505.300636
615	7499.566448
616	7492.569286
617	7481.419844
618	7473.285556
619	7467.216823
620	7453.321881
621	7448.474335
622	7445.788047
623	7436.219618
624	7428.869242
625	7421.618253
626	7406.827097
627	7399.724951
628	7397.123039
629	7391.16534
630	7383.903964
631	7372.364359
632	7364.775807
633	7360.218165
634	7354.408402
635	7346.444346
636	7335.369937
637	7329.828226
638	7326.44952
639	7323.21269
640	7309.695928
641	7304.078899
642	7292.025979
643	7285.454483
644	7278.432749
645	7272.712738
646	7264.602757
647	7258.491332
648	7253.638326
649	7246.684499
650	7243.67759
651	7234.861313
652	7228.970796
653	7222.188167
654	7215.741485
655	7208.956469
656	7203.83355
657	7199.258681
658	7193.145153
659	7187.173544
660	7181.500464
661	7176.881149
662	7174.144655
663	7166.954382
664	7162.934785
665	7157.220222
666	7149.625081
667	7146.158393
668	7141.408666
669	7135.79582
670	7127.674956
671	7118.509719
672	7109.192866
673	7101.884046
674	7096.708933
675	7092.979784
676	7087.004617
677	7082.925181
678	7078.072075
679	7071.477408
680	7068.81119
681	7063.140056
682	7058.879735
683	7053.198568
684	7048.288308
685	7042.468646
686	7040.258808
687	7033.66636
688	7019.992142
689	7008.616328
690	7001.159567
691	6990.982127
692	6983.339253
693	6982.957149
694	6978.588654
695	6974.139236
696	6967.095461
697	6958.777257
698	6952.913511
699	6946.441707
700	6939.433356
701	6935.245089
702	6927.014804
703	6923.036593
704	6914.73999
705	6908.431123
706	6905.435264
707	6900.649653
708	6892.195392
709	6886.622147
710	6874.024888
711	6868.794897
712	6866.953234
713	6855.424621
714	6843.98853
715	6841.149737
716	6836.763427
717	6831.678401
718	6824.870384
719	6821.195527
720	6813.543403
721	6805.926174
722	6800.154054
723	6791.384335
724	6779.842604
725	6777.433685
726	6758.850489
727	6755.070067
728	6749.381113
729	6744.39857
730	6741.913737
731	6738.74428
732	6731.164424
733	6726.072988
734	6719.508091
735	6709.685835
736	6704.33708
737	6698.706481
738	6693.444877
739	6687.108554
740	6682.019999
741	6675.981255
742	6669.096538
743	6664.180036
744	6660.947426
745	6651.812437
746	6649.616435
747	6647.043081
748	6643.113992
749	6638.7444
750	6633.717634
751	6627.685714
752	6624.185782
753	6619.576437
754	6616.333087
755	6611.655521
756	6606.177335
757	6599.166128
758	6589.810805
759	6588.463317
760	6586.432996
761	6584.208641
762	6568.996517
763	6564.601492
764	6556.431031
765	6554.891849
766	6552.813634
767	6550.505913
768	6544.436519
769	6540.81758
770	6531.132558
771	6529.597163
772	6526.547269
773	6522.772637
774	6516.71459
775	6510.723301
776	6508.870433
777	6504.972821
778	6501.984732
779	6498.802235
780	6494.720387
781	6493.612591
782	6489.51946
783	6483.972619
784	6474.117425
785	6469.604849
786	6467.283572
787	6458.056756
788	6454.626058
789	6451.561805
790	6443.7229
791	6441.462992
792	6437.191598
793	6433.332439
794	6428.18292
795	6425.428385
796	6417.760989
797	6410.372799
798	6406.220287
799	6400.636392
800	6398.966489
801	6396.370537
802	6392.758834
803	6387.111014
804	6384.461122
805	6379.37702
806	6377.879676
807	6363.408642
808	6359.944588
809	6353.631995
810	6346.238399
811	6341.670349
812	6338.567948
813	6336.417784
814	6324.932866
815	6318.126049
816	6312.622303
817	6307.942074
818	6303.380843
819	6298.846484
820	6289.542903
821	6281.432448
822	6274.720471
823	6272.274564
824	6268.195501
825	6261.833382
826	6257.243599
827	6253.043643
828	6248.277798
829	6244.172848
830	6239.628591
831	6232.912584
832	6227.990878
833	6223.724796
834	6219.533925
835	6216.437114
836	6211.372597
837	6208.761473
838	6202.903699
839	6193.350685
840	6189.550998
841	6186.179757
842	6180.194744
843	6172.784728
844	6172.26221
845	6168.286345
846	6161.952098
847	6160.544088
848	6152.445378
849	6146.602917
850	6141.602245
851	6138.360363
852	6135.606411
853	6125.796424
854	6122.40774
855	6117.948542
856	6115.745806
857	6112.364798
858	6109.536923
859	6106.927927
860	6101.68424
861	6099.309757
862	6094.195334
863	6090.499462
864	6087.774472
865	6083.251479
866	6080.738779
867	6076.923179
868	6072.969959
869	6067.942647
870	6062.344886
871	6058.050667
872	6053.149743
873	6051.928311
874	6047.443977
875	6044.128041
876	6040.796217
877	6037.386202
878	6034.294653
879	6032.290894
880	6029.376023
881	6027.911875
882	6020.224292
883	6018.838044
884	6011.334928
885	6008.823368
886	6007.542691
887	6005.35792
888	6001.62624
889	5994.362637
890	5992.333431
891	5986.972426
892	5983.654203
893	5979.609872
894	5979.089099
895	5977.329257
896	5975.513224
897	5972.004793
898	5966.700163
899	5964.925401
900	5961.851509
901	5959.289569
902	5957.90011
903	5953.321133
904	5948.269439
905	5943.898667
906	5939.505822
907	5933.755059
908	5928.634607
909	5925.826288
910	5923.157403
911	5919.001559
912	5916.587713
913	5912.91892
914	5909.546078
915	5905.898527
916	5902.208865
917	5899.974968
918	5898.86324
919	5894.806499
920	5890.477872
921	5887.875771
922	5886.204261
923	5883.931492
924	5881.334173
925	5874.825236
926	5868.814925
927	5861.751833
928	5859.714949
929	5856.585494
930	5850.030164
931	5846.658448
932	5844.140798
933	5841.132779
934	5836.857459
935	5834.314239
936	5831.828035
937	5826.284735
938	5821.352755
939	5817.672488
940	5814.069016
941	5813.108515
942	5808.034687
943	5804.290481
944	5802.463366
945	5800.155448
946	5797.032561
947	5793.473612
948	5787.433921
949	5782.328343
950	5781.10523
951	5779.701491
952	5774.402164
953	5771.364194
954	5768.067763
955	5763.192382
956	5757.451046
957	5756.657302
958	5751.925723
959	5750.321708
960	5746.446567
961	5742.672034
962	5740.418233
963	5736.406423
964	5734.351317
965	5732.254749
966	5728.909564
967	5726.376874
968	5723.094096
969	5722.009518
970	5720.776939
971	5719.748971
972	5715.932873
973	5712.429976
974	5705.859376
975	5701.225105
976	5695.848516
977	5689.822141
978	5683.664143
979	5677.999572
980	5675.763818
981	5670.217023
982	5663.262896
983	5661.25933
984	5657.018714
985	5654.961129
986	5653.442934
987	5649.124258
988	5646.684689
989	5642.796228
990	5636.860128
991	5631.81528
992	5629.65181
993	5625.065307
994	5621.758599
995	5618.695003
996	5613.970454
997	5605.057647
998	5600.679478
999	5598.040053
1000	5592.404333
1001	5589.866296
1002	5586.891635
1003	5579.400126
1004	5576.467793
1005	5572.843179
1006	5571.874206
1007	5566.769455
1008	5565.246093
1009	5562.463668
1010	5559.830194
1011	5555.289704
1012	5550.092836
1013	5543.345388
1014	5537.231484
1015	5535.135348
1016	5531.957191
1017	5529.549915
1018	5528.88888
1019	5528.06264
1020	5524.19176
1021	5521.563766
1022	5517.108374
1023	5514.500948
1024	5509.338625
1025	5505.103654
1026	5499.273539
1027	5496.299229
1028	5493.663648
1029	5491.097203
1030	5489.47518
1031	5485.425631
1032	5483.135489
1033	5479.601503
1034	5478.187592
1035	5475.88976
1036	5473.084104
1037	5470.538257
1038	5461.609789
1039	5455.044062
1040	5452.686887
1041	5449.411717
1042	5444.132911
1043	5441.844208
1044	5440.002638
1045	5437.675324
1046	5437.463688
1047	5434.865152
1048	5432.925318
1049	5430.612837
1050	5428.820178
1051	5426.777276
1052	5424.33901
1053	5420.903391
1054	5417.923938
1055	5413.822998
1056	5411.254658
1057	5409.925604
1058	5406.712071
1059	5404.814953
1060	5402.440855
1061	5399.2689
1062	5395.566154
1063	5392.348617
1064	5387.141824
1065	5382.825812
1066	5380.622809
1067	5376.304928
1068	5374.078872
1069	5369.974466
1070	5367.097087
1071	5365.776092
1072	5363.920236
1073	5359.074238
1074	5354.692907
1075	5351.776473
1076	5345.004378
1077	5341.510606
1078	5338.233889
1079	5334.477627
1080	5330.412237
1081	5328.310641
1082	5327.138518
1083	5324.221708
1084	5321.795579
1085	5320.093349
1086	5316.849574
1087	5302.080936
1088	5300.359715
1089	5298.48003
1090	5295.000245
1091	5293.81134
1092	5290.198055
1093	5288.238752
1094	5283.019297
1095	5281.661545
1096	5281.242559
1097	5278.915642
1098	5275.02815
1099	5273.209845
1100	5272.028065
1101	5268.910602
1102	5266.847429
1103	5263.946023
1104	5261.063016
1105	5258.998619
1106	5256.09855
1107	5254.248002
1108	5252.111851
1109	5250.281169
1110	5248.795863
1111	5246.635489
1112	5241.251032
1113	5239.831239
1114	5236.434929
1115	5235.674416
1116	5231.230836
1117	5228.203643
1118	5223.679787
1119	5220.676887
1120	5217.441562
1121	5215.578851
1122	5213.526556
1123	5209.857893
1124	5208.485979
1125	5207.227874
1126	5205.862734
1127	5205.256917
1128	5202.292529
1129	5199.49704
1130	5198.889738
1131	5195.389686
1132	5193.879782
1133	5192.19955
1134	5190.759422
1135	5188.952048
1136	5188.350985
1137	5186.321772
1138	5184.827987
1139	5181.895263
1140	5180.065159
1141	5173.418023
1142	5167.05559
1143	5163.630957
1144	5162.045619
1145	5157.001325
1146	5153.429675
1147	5148.918441
1148	5147.451007
1149	5144.886804
1150	5141.613276
1151	5138.161827
1152	5135.564638
1153	5132.57389
1154	5131.444009
1155	5128.148225
1156	5124.349648
1157	5122.539456
1158	5120.998021
1159	5116.203912
1160	5115.705194
1161	5113.205485
1162	5110.471815
1163	5108.883517
1164	5106.083253
1165	5103.465187
1166	5101.819968
1167	5098.816456
1168	5096.483686
1169	5090.083658
1170	5087.096492
1171	5084.395651
1172	5080.848734
1173	5078.797363
1174	5077.230531
1175	5073.098839
1176	5066.393964
1177	5063.32978
1178	5060.990178
1179	5054.940051
1180	5052.696731
1181	5050.564174
1182	5047.7732
1183	5044.898189
1184	5043.903037
1185	5041.415714
1186	5040.0071
1187	5038.254571
1188	5037.293845
1189	5035.737925
1190	5032.370484
1191	5030.557054
1192	5028.699246
1193	5026.115958
1194	5023.460593
1195	5018.469403
1196	5015.217156
1197	5011.343988
1198	5008.250782
1199	5005.479284
1200	5003.482852
1201	5002.6614
1202	5002.075189
1203	4998.531075
1204	4994.337953
1205	4990.875404
1206	4989.088073
1207	4984.82655
1208	4983.486771
1209	4982.848148
1210	4981.899356
1211	4979.354248
1212	4978.105014
1213	4975.822165
1214	4975.090579
1215	4971.933722
1216	4967.479328
1217	4965.85875
1218	4963.472416
1219	4960.214142
1220	4958.145699
1221	4953.540527
1222	4950.003563
1223	4947.953448
1224	4944.051521
1225	4943.070667
1226	4936.167979
1227	4934.564148
1228	4933.852882
1229	4928.875288
1230	4926.435602
1231	4922.886017
1232	4921.669141
1233	4917.613235
1234	4912.048715
1235	4910.116486
1236	4909.425062
1237	4908.017072
1238	4907.343849
1239	4905.55563
1240	4903.90799
1241	4901.227397
1242	4900.80781
1243	4897.337051
1244	4894.882038
1245	4892.238564
1246	4889.065052
1247	4886.597011
1248	4883.912127
1249	4882.819496
1250	4878.588226
1251	4875.328831
1252	4873.403376
1253	4870.613956
1254	4869.235066
1255	4868.009626
1256	4864.49593
1257	4863.465057
1258	4861.050218
1259	4857.678642
1260	4852.884334
1261	4850.193037
1262	4849.074996
1263	4845.977137
1264	4844.61694
1265	4841.707938
1266	4839.793054
1267	4838.643743
1268	4837.110155
1269	4834.897476
1270	4830.284549
1271	4829.219175
1272	4824.693417
1273	4823.537496
1274	4822.170141
1275	4820.583939
1276	4817.644081
1277	4814.157015
1278	4812.924538
1279	4809.517594
1280	4807.359199
1281	4805.071613
1282	4801.753788
1283	4799.086816
1284	4797.37343
1285	4793.818762
1286	4792.635109
1287	4790.565484
1288	4789.706018
1289	4788.997194
1290	4787.944951
1291	4785.886337
1292	4779.917007
1293	4776.829164
1294	4774.056804
1295	4770.182156
1296	4767.059558
1297	4764.828828
1298	4762.574885
1299	4761.673343
1300	4759.809847
1301	4759.57386
1302	4753.786223
1303	4752.809924
1304	4749.339104
1305	4748.300337
1306	4742.937853
1307	4741.121424
1308	4737.28625
1309	4734.487412
1310	4731.4365
1311	4728.947389
1312	4726.242485
1313	4724.364381
1314	4722.152186
1315	4721.254246
1316	4718.426831
1317	4714.770958
1318	4712.37544
1319	4711.068281
1320	4709.057195
1321	4706.345111
1322	4698.587264
1323	4696.560653
1324	4695.600442
1325	4692.179133
1326	4688.873224
1327	4685.295054
1328	4683.771469
1329	4679.585215
1330	4674.686044
1331	4672.390072
1332	4671.233389
1333	4667.191285
1334	4666.5563
1335	4664.955941
1336	4661.837724
1337	4660.979718
1338	4657.352146
1339	4655.525952
1340	4653.012438
1341	4651.716576
1342	4650.582236
1343	4649.95744
1344	4645.986097
1345	4644.164077
1346	4637.92649
1347	4633.670576
1348	4631.713969
1349	4629.804267
1350	4624.73894
1351	4623.34422
1352	4622.304577
1353	4621.421014
1354	4620.875914
1355	4619.574014
1356	4617.024354
1357	4613.965132
1358	4612.211476
1359	4610.85553
1360	4609.024565
1361	4606.584611
1362	4605.68133
1363	4603.708008
1364	4601.810521
1365	4599.785553
1366	4597.460768
1367	4596.818483
1368	4594.291209
1369	4590.857838
1370	4590.18022
1371	4589.398999
1372	4586.636567
1373	4584.39512
1374	4583.619255
1375	4582.378604
1376	4578.891802
1377	4575.290961
1378	4574.634962
1379	4574.048446
1380	4572.735888
1381	4571.541445
1382	4570.368846
1383	4567.053519
1384	4563.751025
1385	4562.234318
1386	4560.356174
1387	4558.662134
1388	4557.922682
1389	4555.985371
1390	4553.925447
1391	4549.781681
1392	4547.949564
1393	4546.516053
1394	4544.640139
1395	4544.267392
1396	4542.484926
1397	4541.218949
1398	4538.647946
1399	4536.152379
1400	4535.328711
1401	4532.692559
1402	4532.254704
1403	4531.568436
1404	4530.989059
1405	4530.386415
1406	4528.449445
1407	4525.961215
1408	4523.979737
1409	4521.105928
1410	4519.995233
1411	4517.892525
1412	4515.819677
1413	4515.571919
1414	4513.473203
1415	4511.836196
1416	4509.901068
1417	4509.060105
1418	4506.318198
1419	4502.794199
1420	4501.280836
1421	4500.703395
1422	4499.15303
1423	4497.066674
1424	4494.33855
1425	4493.083456
1426	4490.222913
1427	4489.254069
1428	4488.729004
1429	4487.510664
1430	4485.660617
1431	4482.349428
1432	4480.41091
1433	4478.457439
1434	4477.772699
1435	4476.810627
1436	4474.42094
1437	4472.73843
1438	4472.029252
1439	4470.971965
1440	4468.25315
1441	4466.237382
1442	4461.92973
1443	4460.694709
1444	4458.669057
1445	4457.857067
1446	4457.00981
1447	4455.799001
1448	4454.115954
1449	4452.480288
1450	4451.327121
1451	4447.53628
1452	4446.102561
1453	4445.1293
1454	4443.724294
1455	4442.020684
1456	4438.646681
1457	4437.623497
1458	4435.916496
1459	4433.307709
1460	4432.984496
1461	4431.499404
1462	4428.756791
1463	4426.508022
1464	4425.69638
1465	4424.899899
1466	4423.624945
1467	4421.302549
1468	4420.034404
1469	4419.540779
1470	4418.50465
1471	4417.841577
1472	4414.601428
1473	4413.028317
1474	4411.337503
1475	4408.907432
1476	4406.360441
1477	4406.092683
1478	4404.082799
1479	4400.57054
1480	4398.540533
1481	4396.075381
1482	4395.016125
1483	4393.567802
1484	4391.995361
1485	4390.602696
1486	4389.980939
1487	4388.513955
1488	4383.176207
1489	4381.337218
1490	4379.343551
1491	4378.37449
1492	4375.873611
1493	4375.073876
1494	4373.817059
1495	4373.092461
1496	4373.02547
1497	4372.055683
1498	4370.372839
1499	4369.868838
1500	4366.627837
1501	4366.088932
1502	4365.189947
1503	4364.166198
1504	4362.204528
1505	4360.600416
1506	4357.804324
1507	4357.591012
1508	4356.319313
1509	4355.630425
1510	4354.151692
1511	4354.016055
1512	4352.572815
1513	4351.98631
1514	4349.193458
1515	4348.581063
1516	4345.746167
1517	4344.455187
1518	4344.240823
1519	4342.394458
1520	4341.692844
1521	4337.540451
1522	4337.132573
1523	4335.84468
1524	4334.373863
1525	4333.249839
1526	4331.637402
1527	4331.321106
1528	4330.674247
1529	4329.651493
1530	4328.348121
1531	4327.395448
1532	4325.818042
1533	4325.628019
1534	4323.779349
1535	4320.459577
1536	4318.800056
1537	4316.616042
1538	4316.243087
1539	4314.326568
1540	4314.170372
1541	4312.708567
1542	4311.612276
1543	4310.603834
1544	4309.156808
1545	4307.734153
1546	4306.588086
1547	4304.057423
1548	4301.526509
1549	4299.794405
1550	4297.748001
1551	4295.656411
1552	4293.645031
1553	4292.529847
1554	4290.524842
1555	4288.165814
1556	4287.289206
1557	4284.968452
1558	4281.26539
1559	4280.585572
1560	4279.445743
1561	4277.859972
1562	4276.456192
1563	4275.090981
1564	4273.314436
1565	4272.903391
1566	4272.169336
1567	4271.16034
1568	4268.99055
1569	4268.145285
1570	4267.664265
1571	4264.842364
1572	4263.355082
1573	4261.674873
1574	4261.243765
1575	4260.296659
1576	4259.077308
1577	4258.064149
1578	4257.354015
1579	4256.540099
1580	4252.919311
1581	4251.784322
1582	4249.515608
1583	4249.163133
1584	4247.132925
1585	4246.497462
1586	4244.849753
1587	4243.866174
1588	4241.673326
1589	4238.925003
1590	4236.943157
1591	4236.505048
1592	4235.450913
1593	4234.315463
1594	4233.328578
1595	4231.628337
1596	4230.450817
1597	4229.475529
1598	4229.00792
1599	4227.320028
1600	4225.142952
1601	4221.078985
1602	4220.929975
1603	4219.418389
1604	4218.304658
1605	4217.318058
1606	4214.951526
1607	4212.826723
1608	4212.337509
1609	4210.683429
1610	4209.536577
1611	4207.646398
1612	4205.410822
1613	4205.211952
1614	4200.233761
1615	4199.372648
1616	4198.605604
1617	4196.049032
1618	4194.601612
1619	4194.277689
1620	4192.48033
1621	4190.930502
1622	4189.719106
1623	4188.556395
1624	4185.697199
1625	4184.090138
1626	4181.978666
1627	4181.328879
1628	4180.579568
1629	4179.293911
1630	4178.923335
1631	4178.420204
1632	4177.163922
1633	4176.163146
1634	4175.15446
1635	4170.790023
1636	4168.067922
1637	4167.345835
1638	4165.348249
1639	4164.29463
1640	4163.460683
1641	4162.320312
1642	4160.998215
1643	4160.727193
1644	4158.434829
1645	4157.451424
1646	4153.47257
1647	4151.946289
1648	4151.473773
1649	4149.218119
1650	4146.946297
1651	4143.810335
1652	4143.24208
1653	4141.94892
1654	4141.515461
1655	4141.292175
1656	4138.556526
1657	4136.7961
1658	4136.221735
1659	4134.881257
1660	4134.328512
1661	4133.249146
1662	4132.152645
1663	4130.385666
1664	4126.711771
