iter	MAE
1665	4125.183001
1666	4123.634026
1667	4122.449861
1668	4121.186056
1669	4120.657325
1670	4120.57419
1671	4118.5828
1672	4115.248019
1673	4114.209425
1674	4112.882835
1675	4112.405985
1676	4110.819051
1677	4108.005027
1678	4107.049119
1679	4105.452299
1680	4101.972642
1681	4100.247938
1682	4100.010482
1683	4098.840766
1684	4096.599359
1685	4095.145786
1686	4094.328114
1687	4093.947359
1688	4093.188367
1689	4092.83041
1690	4091.660574
1691	4089.955999
1692	4088.856612
1693	4087.1996
1694	4086.296666
1695	4085.29905
1696	4084.445353
1697	4083.094122
1698	4082.593067
1699	4081.88603
1700	4080.977895
1701	4080.178882
1702	4079.442647
1703	4078.851926
1704	4077.996617
1705	4077.322624
1706	4075.16277
1707	4073.480456
1708	4072.033554
1709	4071.373492
1710	4071.077356
1711	4070.633969
1712	4068.783998
1713	4064.931666
1714	4062.853752
1715	4061.018287
1716	4059.290701
1717	4058.68648
1718	4058.0441
1719	4057.131755
1720	4056.132047
1721	4055.803731
1722	4054.984675
1723	4053.126504
1724	4052.040364
1725	4050.862151
1726	4050.402234
1727	4049.737862
1728	4048.722421
1729	4048.537423
1730	4048.420666
1731	4047.575992
1732	4044.843376
1733	4044.28098
1734	4042.840408
1735	4042.288933
1736	4040.531555
1737	4036.284348
1738	4035.040812
1739	4033.45268
1740	4031.757202
1741	4028.831872
1742	4028.059065
1743	4026.393287
1744	4025.661915
1745	4022.051732
1746	4021.583717
1747	4020.474564
1748	4019.196951
1749	4016.590364
1750	4015.446571
1751	4013.054995
1752	4012.514663
1753	4011.641375
1754	4010.281262
1755	4009.015847
1756	4006.755933
1757	4005.705251
1758	4004.79926
1759	4002.256032
1760	4001.694899
1761	3999.8888
1762	3998.747871
1763	3997.429711
1764	3996.623233
1765	3996.031208
1766	3995.268094
1767	3993.11212
1768	3991.90187
1769	3990.450558
1770	3989.657212
1771	3987.5034
1772	3986.083926
1773	3984.275411
1774	3982.103071
1775	3980.589533
1776	3979.741902
1777	3975.390387
1778	3973.748919
1779	3971.314728
1780	3969.852168
1781	3968.686397
1782	3967.892066
1783	3966.062715
1784	3965.416267
1785	3965.36233
1786	3962.849382
1787	3961.270494
1788	3959.992298
1789	3956.924004
1790	3955.592368
1791	3954.581249
1792	3950.018619
1793	3947.866723
1794	3945.796558
1795	3945.282681
1796	3943.429905
1797	3942.75096
1798	3939.608073
1799	3938.843158
1800	3937.78789
1801	3937.14078
1802	3934.763277
1803	3934.137513
1804	3933.09473
1805	3930.70063
1806	3929.521271
1807	3928.688475
1808	3927.735114
1809	3925.851707
1810	3924.341317
1811	3921.897504
1812	3920.15826
1813	3918.672953
1814	3918.116288
1815	3917.823505
1816	3913.76789
1817	3913.195282
1818	3912.054512
1819	3911.171916
1820	3908.906472
1821	3907.990544
1822	3906.166134
1823	3902.138735
1824	3900.966208
1825	3899.70129
1826	3896.471615
1827	3894.801364
1828	3893.51538
1829	3892.509563
1830	3890.985314
1831	3889.978271
1832	3888.836818
1833	3882.46783
1834	3881.707651
1835	3879.419006
1836	3877.544044
1837	3876.256127
1838	3875.96003
1839	3873.978355
1840	3871.271834
1841	3870.93387
1842	3870.415443
1843	3868.688669
1844	3866.580955
1845	3865.953374
1846	3865.03105
1847	3862.842645
1848	3862.268209
1849	3861.82782
1850	3858.943544
1851	3857.299623
1852	3855.670998
1853	3854.383344
1854	3850.951788
1855	3849.485465
1856	3847.293075
1857	3846.533657
1858	3844.625307
1859	3842.129558
1860	3841.565763
1861	3841.43036
1862	3839.645452
1863	3838.846245
1864	3837.077815
1865	3836.554409
1866	3834.937928
1867	3833.220389
1868	3830.626895
1869	3828.460374
1870	3825.350102
1871	3823.975305
1872	3823.374965
1873	3822.773985
1874	3820.732387
1875	3819.481163
1876	3816.944943
1877	3816.213956
1878	3815.548764
1879	3815.264674
1880	3814.996175
1881	3812.882877
1882	3810.871032
1883	3809.073078
1884	3808.046266
1885	3807.908722
1886	3806.865717
1887	3806.445411
1888	3806.121164
1889	3805.230358
1890	3803.596889
1891	3802.349679
