iter	Passed	Remaining
305	5942	91154
306	5963	91162
307	5985	91181
308	6004	91159
309	6022	91121
310	6040	91079
311	6057	91017
312	6075	90972
313	6092	90927
314	6111	90889
315	6129	90853
316	6147	90810
317	6169	90834
318	6189	90822
319	6209	90811
320	6228	90783
321	6247	90759
322	6265	90717
323	6283	90679
324	6300	90623
325	6317	90575
326	6334	90524
327	6351	90475
328	6371	90457
329	6390	90432
330	6408	90390
331	6425	90338
332	6442	90292
333	6460	90250
334	6480	90238
335	6496	90180
336	6514	90136
337	6532	90097
338	6550	90068
339	6570	90058
340	6589	90030
341	6607	89994
342	6625	89961
343	6644	89933
344	6662	89892
345	6685	89919
346	6706	89924
347	6723	89884
348	6747	89926
349	6770	89955
350	6791	89955
351	6814	89981
352	6842	90070
353	6859	90028
354	6878	89996
355	6894	89936
356	6911	89889
357	6931	89871
358	6953	89886
359	6975	89903
360	6997	89926
361	7016	89900
362	7036	89885
363	7055	89860
364	7074	89837
365	7091	89780
366	7110	89757
367	7126	89704
368	7142	89644
369	7160	89603
370	7181	89607
371	7205	89642
372	7225	89635
373	7244	89609
374	7263	89583
375	7284	89580
376	7301	89533
377	7320	89516
378	7338	89470
379	7356	89443
380	7377	89440
381	7396	89412
382	7414	89375
383	7431	89331
384	7448	89281
385	7466	89247
386	7484	89215
387	7504	89200
388	7522	89162
389	7539	89124
390	7556	89077
391	7576	89068
392	7594	89027
393	7611	88980
394	7629	88945
395	7649	88938
396	7668	88916
397	7688	88900
398	7707	88878
399	7728	88876
400	7746	88842
401	7764	88809
402	7783	88789
403	7801	88751
404	7819	88712
405	7841	88724
406	7857	88672
407	7877	88663
408	7896	88633
409	7915	88609
410	7932	88570
411	7952	88556
412	7973	88562
413	7994	88558
414	8012	88528
415	8029	88478
416	8046	88434
417	8064	88396
418	8082	88367
419	8102	88353
420	8119	88311
421	8135	88261
422	8155	88248
423	8176	88247
424	8197	88239
425	8214	88201
426	8232	88163
427	8253	88161
428	8270	88121
429	8289	88103
430	8307	88067
431	8323	88017
432	8343	88005
433	8361	87964
434	8378	87927
435	8398	87917
436	8416	87884
437	8435	87857
438	8455	87850
439	8474	87829
440	8491	87785
441	8509	87755
442	8528	87729
443	8546	87698
444	8564	87662
445	8581	87625
446	8601	87615
447	8619	87579
448	8636	87541
449	8653	87497
450	8672	87476
451	8691	87450
452	8708	87408
453	8724	87365
454	8742	87326
455	8760	87299
456	8777	87257
457	8796	87232
458	8815	87210
459	8832	87175
460	8852	87157
461	8871	87143
462	8892	87134
463	8909	87097
464	8929	87087
465	8950	87080
466	8971	87082
467	8991	87074
468	9010	87046
469	9027	87008
470	9044	86972
471	9062	86941
472	9081	86915
473	9099	86887
474	9118	86865
475	9135	86829
476	9153	86797
477	9170	86757
478	9188	86728
479	9208	86712
480	9226	86685
481	9245	86663
482	9263	86636
483	9282	86614
484	9300	86583
485	9319	86558
486	9336	86516
487	9353	86483
488	9370	86446
489	9388	86412
490	9406	86387
491	9423	86345
492	9440	86300
493	9459	86279
494	9476	86244
495	9496	86234
496	9514	86201
497	9531	86165
498	9548	86125
499	9565	86090
500	9584	86064
501	9603	86052
502	9622	86026
503	9640	85998
504	9658	85971
505	9676	85944
506	9695	85920
507	9712	85883
508	9729	85841
509	9748	85827
510	9768	85810
511	9784	85771
512	9805	85763
513	9824	85741
514	9840	85702
515	9857	85662
516	9876	85639
517	9894	85610
518	9914	85602
519	9932	85569
520	9953	85572
521	9972	85552
522	9992	85536
523	10015	85548
524	10034	85528
525	10051	85497
526	10068	85459
527	10088	85446
528	10107	85426
529	10125	85393
530	10142	85357
531	10160	85330
532	10179	85309
533	10196	85275
534	10214	85249
535	10232	85223
536	10250	85192
537	10269	85171
538	10288	85152
539	10308	85142
540	10325	85103
541	10342	85064
542	10359	85032
543	10376	84994
544	10394	84965
545	10412	84942
546	10429	84908
547	10447	84872
548	10465	84850
549	10483	84817
550	10500	84784
551	10518	84755
552	10553	84870
553	10590	84993
554	10620	85059
555	10650	85123
556	10671	85122
557	10691	85109
558	10711	85099
559	10731	85082
560	10751	85069
561	10771	85056
562	10788	85027
563	10807	85006
564	10828	85000
565	10847	84977
566	10864	84945
567	10882	84915
568	10899	84878
569	10919	84864
570	10937	84840
571	10958	84834
572	10977	84814
573	10995	84782
574	11014	84766
575	11032	84733
576	11051	84714
577	11068	84681
578	11086	84652
579	11103	84618
580	11122	84596
581	11140	84569
582	11159	84550
583	11176	84515
584	11194	84485
585	11218	84499
586	11238	84489
587	11256	84459
588	11272	84421
589	11292	84403
590	11311	84384
591	11329	84360
592	11347	84331
593	11366	84312
594	11383	84275
595	11404	84271
596	11426	84272
597	11444	84246
598	11463	84222
599	11481	84195
600	11500	84174
601	11518	84152
602	11536	84121
603	11554	84095
604	11572	84069
605	11590	84040
606	11610	84028
607	11629	84011
608	11646	83975
609	11665	83951
610	11682	83920
611	11700	83890
612	11718	83866
613	11735	83828
614	11754	83808
615	11774	83795
616	11794	83781
617	11811	83749
618	11832	83743
619	11849	83712
620	11869	83696
621	11890	83689
622	11912	83692
623	11931	83673
624	11953	83671
625	11972	83651
626	11988	83615
627	12006	83587
628	12024	83560
629	12042	83529
630	12060	83508
631	12077	83475
632	12096	83454
633	12114	83426
634	12132	83397
635	12150	83369
636	12169	83353
637	12187	83323
638	12205	83296
639	12224	83277
640	12242	83255
641	12259	83221
642	12277	83189
643	12295	83163
644	12313	83137
645	12331	83111
646	12349	83087
647	12367	83063
648	12386	83037
649	12403	83011
650	12422	82987
651	12440	82961
652	12456	82924
653	12474	82893
654	12492	82871
655	12510	82841
656	12528	82816
657	12546	82790
658	12564	82767
659	12581	82730
660	12600	82714
661	12617	82681
662	12636	82664
663	12657	82658
664	12674	82624
665	12692	82595
666	12711	82577
667	12729	82552
668	12747	82526
669	12764	82495
670	12784	82478
671	12801	82449
672	12819	82422
673	12839	82410
674	12857	82380
675	12874	82350
676	12891	82320
677	12909	82294
678	12931	82296
679	12952	82288
680	12972	82273
681	12989	82242
682	13006	82211
683	13026	82194
684	13044	82170
685	13061	82138
686	13078	82107
687	13097	82085
688	13113	82052
689	13133	82038
690	13151	82012
691	13171	81998
692	13192	81991
693	13212	81976
694	13230	81955
695	13248	81927
696	13265	81896
697	13281	81861
698	13299	81835
699	13319	81822
700	13332	81762
701	13349	81734
702	13366	81701
703	13383	81670
704	13403	81654
705	13419	81621
706	13438	81602
707	13456	81574
708	13474	81551
709	13491	81520
710	13509	81491
711	13526	81464
712	13547	81453
713	13564	81426
714	13581	81395
715	13601	81380
716	13621	81368
717	13641	81353
718	13658	81321
719	13674	81286
720	13692	81259
721	13709	81233
722	13730	81224
723	13750	81209
724	13766	81176
725	13784	81148
726	13802	81127
727	13822	81112
728	13842	81097
729	13859	81070
730	13879	81055
731	13898	81036
732	13917	81015
733	13939	81018
734	13960	81008
735	13978	80984
736	13995	80954
737	14012	80925
738	14029	80894
739	14047	80867
740	14064	80840
741	14082	80810
742	14099	80781
743	14116	80751
744	14134	80729
745	14151	80698
746	14168	80669
747	14189	80657
748	14207	80634
749	14225	80611
750	14244	80590
751	14261	80560
752	14278	80531
753	14296	80507
754	14316	80496
755	14335	80476
756	14353	80452
757	14370	80422
758	14389	80400
759	14406	80375
760	14424	80348
761	14443	80331
762	14461	80306
763	14478	80273
764	14495	80245
765	14512	80217
766	14530	80194
767	14550	80180
768	14567	80146
769	14589	80145
770	14605	80114
771	14626	80105
772	14647	80095
773	14665	80073
774	14684	80052
775	14701	80023
776	14718	79993
777	14737	79976
778	14762	79989
779	14779	79960
780	14798	79942
781	14816	79920
782	14836	79904
783	14855	79885
784	14874	79868
785	14892	79845
786	14910	79820
787	14930	79808
788	14951	79797
789	14969	79776
790	14988	79753
791	15004	79723
792	15022	79694
793	15041	79679
794	15058	79649
795	15076	79626
796	15094	79599
797	15111	79569
798	15128	79541
799	15147	79525
800	15166	79504
801	15184	79484
802	15204	79469
803	15222	79443
804	15245	79447
805	15272	79468
806	15303	79515
807	15324	79506
808	15344	79490
809	15365	79481
810	15383	79458
811	15399	79426
812	15417	79401
813	15437	79384
814	15457	79375
815	15476	79356
816	15495	79335
817	15512	79307
818	15531	79286
819	15550	79270
820	15567	79241
821	15585	79215
822	15602	79189
823	15628	79204
824	15657	79237
825	15681	79242
826	15703	79241
827	15733	79276
828	15761	79299
829	15788	79323
830	15812	79331
831	15838	79342
832	15865	79364
833	15891	79379
834	15915	79387
835	15937	79382
836	15958	79373
837	15976	79346
838	15997	79338
839	16013	79307
840	16031	79278
841	16048	79251
842	16066	79226
843	16084	79205
844	16102	79176
845	16121	79159
846	16139	79134
847	16158	79114
848	16175	79085
849	16192	79055
850	16213	79048
851	16232	79028
852	16254	79024
853	16272	78998
854	16290	78973
855	16316	78991
856	16335	78971
857	16357	78964
858	16377	78953
859	16398	78943
860	16417	78921
861	16437	78906
862	16453	78876
863	16470	78846
864	16492	78840
865	16514	78835
866	16533	78815
867	16552	78796
868	16570	78772
869	16588	78747
870	16607	78728
871	16627	78714
872	16649	78709
873	16671	78701
874	16688	78672
875	16706	78648
876	16724	78626
877	16743	78605
878	16761	78583
879	16780	78564
880	16799	78541
881	16817	78519
882	16837	78507
883	16857	78489
884	16876	78472
885	16895	78449
886	16913	78429
887	16938	78436
888	16957	78415
889	16975	78393
890	16993	78367
891	17011	78342
892	17029	78321
893	17047	78294
894	17069	78290
895	17086	78261
896	17102	78228
897	17119	78202
898	17137	78174
899	17154	78147
900	17174	78131
901	17191	78104
902	17209	78080
903	17227	78058
904	17245	78033
905	17264	78014
906	17282	77991
907	17300	77964
908	17318	77943
909	17337	77924
910	17354	77896
911	17377	77895
912	17394	77866
913	17413	77846
914	17434	77834
915	17450	77805
916	17472	77796
917	17490	77773
918	17507	77744
919	17525	77721
920	17542	77695
921	17560	77670
922	17580	77654
923	17597	77627
924	17614	77598
925	17636	77591
926	17653	77564
927	17673	77547
928	17690	77520
929	17709	77500
930	17730	77494
931	17749	77474
932	17771	77468
933	17792	77454
934	17811	77436
935	17830	77417
936	17847	77387
937	17863	77359
938	17882	77339
939	17899	77312
940	17919	77296
941	17939	77278
942	17956	77254
943	17975	77233
944	17992	77204
945	18011	77185
946	18030	77165
947	18046	77136
948	18065	77117
949	18085	77099
950	18102	77072
951	18123	77061
952	18140	77033
953	18158	77012
954	18180	77007
955	18201	76995
956	18220	76973
957	18238	76952
958	18255	76925
959	18273	76901
960	18291	76878
961	18308	76850
962	18326	76824
963	18343	76798
964	18362	76778
965	18381	76759
966	18401	76745
967	18423	76737
968	18447	76741
969	18471	76741
970	18496	76748
971	18520	76748
972	18545	76755
973	18571	76763
974	18596	76768
975	18617	76758
976	18642	76764
977	18667	76769
978	18691	76772
979	18714	76766
980	18738	76770
981	18759	76758
982	18782	76754
983	18801	76733
984	18823	76726
985	18843	76713
986	18867	76713
987	18891	76713
988	18913	76707
989	18933	76691
990	18951	76666
991	18973	76659
992	18992	76640
993	19009	76611
994	19027	76589
995	19051	76590
996	19077	76597
997	19103	76606
998	19128	76610
999	19154	76619
1000	19180	76625
1001	19205	76629
1002	19229	76630
1003	19256	76641
1004	19282	76649
1005	19307	76652
1006	19334	76664
1007	19359	76671
1008	19387	76684
1009	19412	76690
1010	19437	76691
1011	19463	76698
1012	19489	76708
1013	19515	76712
1014	19537	76706
1015	19560	76702
1016	19579	76681
1017	19600	76670
1018	19624	76667
1019	19644	76652
1020	19662	76629
1021	19680	76602
1022	19701	76589
1023	19720	76572
1024	19793	76759
1025	19830	76811
1026	19858	76821
1027	19881	76818
1028	19910	76837
1029	19936	76841
1030	19959	76838
1031	19984	76839
1032	20010	76845
1033	20034	76844
1034	20059	76845
1035	20087	76859
1036	20109	76851
1037	20130	76838
1038	20152	76828
1039	20174	76819
1040	20198	76815
1041	20219	76802
1042	20236	76774
1043	20254	76748
1044	20273	76729
1045	20294	76713
1046	20313	76693
1047	20330	76667
1048	20347	76638
1049	20366	76617
1050	20384	76593
1051	20405	76579
1052	20422	76550
1053	20439	76520
1054	20456	76493
1055	20473	76466
1056	20493	76449
1057	20514	76433
1058	20533	76412
1059	20550	76385
1060	20568	76362
1061	20587	76339
1062	20605	76315
1063	20623	76292
1064	20640	76264
1065	20659	76241
1066	20678	76220
1067	20696	76195
1068	20716	76180
1069	20737	76165
1070	20754	76139
1071	20773	76116
1072	20792	76097
1073	20812	76079
1074	20829	76052
1075	20849	76034
1076	20869	76016
1077	20888	75998
1078	20913	75998
1079	20935	75989
1080	20954	75967
1081	20974	75948
1082	20992	75925
1083	21015	75918
1084	21032	75891
1085	21049	75864
1086	21069	75845
1087	21089	75830
1088	21109	75812
1089	21129	75794
1090	21146	75768
1091	21168	75758
1092	21188	75740
1093	21214	75744
1094	21242	75756
1095	21263	75742
1096	21289	75744
1097	21311	75733
1098	21329	75712
1099	21353	75706
1100	21372	75686
1101	21392	75670
1102	21413	75656
1103	21435	75644
1104	21457	75635
1105	21478	75619
1106	21501	75615
1107	21525	75611
1108	21545	75594
1109	21563	75570
1110	21581	75544
1111	21599	75521
1112	21618	75498
1113	21635	75472
1114	21652	75445
1115	21678	75447
1116	21699	75433
1117	21719	75417
1118	21741	75404
1119	21762	75391
1120	21783	75378
1121	21805	75366
1122	21828	75359
1123	21849	75346
1124	21872	75339
1125	21895	75330
1126	21920	75330
1127	21944	75325
1128	21965	75313
1129	21986	75300
1130	22007	75284
1131	22025	75258
1132	22042	75231
1133	22061	75212
1134	22077	75181
1135	22095	75154
1136	22116	75140
1137	22142	75143
1138	22160	75119
1139	22177	75092
1140	22196	75070
1141	22216	75054
1142	22236	75035
1143	22252	75006
1144	22271	74982
1145	22291	74967
1146	22311	74949
1147	22330	74927
1148	22346	74897
1149	22363	74869
1150	22381	74845
1151	22401	74825
1152	22420	74804
1153	22437	74780
1154	22454	74749
1155	22479	74749
1156	22499	74731
1157	22520	74717
1158	22545	74716
1159	22562	74688
1160	22578	74658
1161	22595	74632
1162	22616	74617
1163	22634	74592
1164	22652	74567
1165	22671	74549
1166	22688	74520
1167	22710	74507
1168	22728	74484
1169	22747	74465
1170	22768	74449
1171	22789	74434
1172	22808	74413
1173	22826	74389
1174	22852	74391
1175	22871	74369
1176	22894	74362
1177	22927	74386
1178	22946	74365
1179	22966	74349
1180	22984	74325
1181	23003	74303
1182	23021	74281
1183	23041	74261
1184	23058	74236
1185	23076	74210
1186	23094	74186
1187	23113	74164
1188	23132	74144
1189	23150	74120
1190	23167	74093
1191	23186	74073
1192	23205	74052
1193	23224	74030
1194	23241	74004
1195	23259	73978
1196	23275	73949
1197	23293	73924
1198	23313	73908
1199	23333	73887
1200	23357	73884
1201	23376	73863
1202	23403	73869
1203	23430	73873
1204	23453	73865
1205	23472	73842
1206	23490	73818
1207	23507	73793
1208	23525	73767
1209	23542	73739
1210	23560	73717
1211	23578	73691
1212	23598	73673
1213	23618	73655
1214	23634	73625
1215	23651	73600
1216	23669	73574
1217	23686	73549
1218	23704	73524
1219	23722	73499
1220	23737	73469
1221	23755	73443
1222	23781	73445
1223	23804	73434
1224	23827	73427
1225	23857	73439
1226	23882	73436
1227	23905	73428
1228	23926	73414
1229	23944	73391
1230	23960	73361
1231	23977	73333
1232	23996	73313
1233	24014	73289
1234	24033	73267
1235	24050	73241
1236	24069	73219
1237	24095	73219
1238	24119	73215
1239	24147	73222
1240	24177	73234
1241	24203	73233
1242	24228	73231
1243	24255	73235
1244	24279	73227
1245	24301	73217
1246	24325	73210
1247	24351	73211
1248	24375	73205
1249	24400	73200
1250	24426	73202
1251	24447	73184
1252	24468	73171
1253	24492	73165
1254	24515	73154
1255	24539	73148
1256	24561	73137
1257	24586	73133
1258	24611	73131
1259	24640	73139
1260	24668	73145
1261	24692	73138
1262	24715	73128
1263	24739	73121
1264	24763	73116
1265	24786	73106
1266	24811	73102
1267	24834	73094
1268	24859	73091
1269	24887	73095
1270	24913	73093
1271	24937	73085
1272	24961	73079
1273	24985	73073
1274	25007	73061
1275	25034	73061
1276	25065	73075
1277	25091	73076
1278	25119	73078
1279	25140	73065
1280	25163	73055
1281	25187	73048
1282	25213	73045
1283	25235	73034
1284	25259	73027
1285	25282	73017
1286	25306	73009
1287	25330	73002
1288	25350	72984
1289	25374	72977
1290	25398	72970
1291	25420	72956
1292	25446	72955
1293	25477	72966
1294	25505	72970
1295	25529	72964
1296	25548	72941
1297	25566	72916
1298	25583	72889
1299	25603	72872
1300	25620	72844
1301	25638	72819
1302	25656	72793
1303	25672	72766
1304	25691	72743
1305	25710	72722
1306	25729	72700
1307	25749	72681
1308	25767	72657
1309	25786	72634
1310	25803	72608
1311	25822	72585
1312	25840	72562
1313	25857	72536
1314	25877	72514
1315	25896	72495
1316	25918	72481
1317	25936	72456
1318	25954	72433
1319	25973	72410
1320	25993	72392
1321	26010	72364
1322	26031	72349
1323	26048	72321
1324	26067	72299
1325	26084	72274
1326	26101	72247
1327	26118	72220
1328	26140	72205
1329	26165	72199
1330	26191	72200
1331	26213	72186
1332	26237	72177
1333	26257	72157
1334	26276	72138
1335	26296	72119
1336	26321	72112
1337	26340	72092
1338	26360	72072
1339	26380	72053
1340	26400	72035
1341	26422	72022
1342	26444	72007
1343	26463	71987
1344	26482	71964
1345	26500	71939
1346	26516	71910
1347	26533	71885
1348	26550	71857
1349	26566	71829
1350	26585	71805
1351	26605	71787
1352	26623	71764
1353	26644	71746
1354	26660	71718
1355	26678	71693
1356	26696	71670
1357	26716	71651
1358	26735	71628
1359	26754	71607
1360	26771	71582
1361	26790	71558
1362	26808	71534
1363	26825	71509
1364	26844	71486
1365	26863	71464
1366	26883	71446
1367	26908	71441
1368	26937	71445
1369	26953	71418
1370	26973	71399
1371	26991	71374
1372	27010	71351
1373	27028	71327
1374	27047	71307
1375	27063	71278
1376	27082	71256
1377	27100	71231
1378	27118	71207
1379	27137	71186
1380	27155	71161
1381	27175	71144
1382	27193	71120
1383	27210	71094
1384	27227	71066
1385	27245	71042
1386	27262	71015
1387	27281	70993
1388	27300	70972
1389	27317	70946
1390	27334	70919
1391	27354	70901
1392	27372	70876
1393	27389	70851
1394	27407	70827
1395	27425	70802
1396	27442	70777
1397	27460	70752
1398	27479	70730
1399	27499	70712
1400	27517	70688
1401	27540	70677
1402	27559	70657
1403	27578	70634
1404	27598	70617
1405	27615	70590
1406	27632	70564
1407	27651	70543
1408	27668	70516
1409	27686	70492
1410	27704	70470
1411	27723	70447
1412	27741	70422
1413	27759	70400
1414	27777	70377
1415	27796	70354
1416	27814	70332
1417	27832	70306
1418	27853	70291
1419	27873	70273
1420	27893	70253
1421	27911	70230
1422	27930	70208
1423	27948	70184
1424	27966	70160
1425	27984	70137
1426	28000	70110
1427	28019	70087
1428	28037	70063
1429	28054	70038
1430	28072	70015
1431	28090	69990
1432	28108	69967
1433	28126	69942
1434	28143	69918
1435	28161	69894
1436	28180	69873
1437	28198	69849
1438	28219	69832
1439	28237	69808
1440	28254	69782
1441	28271	69757
1442	28288	69731
1443	28305	69705
1444	28322	69678
1445	28339	69652
1446	28356	69627
1447	28375	69606
1448	28393	69583
1449	28412	69562
1450	28430	69538
1451	28448	69514
1452	28471	69502
1453	28488	69477
1454	28505	69451
1455	28522	69426
1456	28539	69400
1457	28559	69381
1458	28578	69359
1459	28595	69335
1460	28615	69315
1461	28634	69294
1462	28652	69271
1463	28672	69253
1464	28690	69230
1465	28707	69203
1466	28724	69177
1467	28743	69155
1468	28764	69140
1469	28783	69120
1470	28802	69097
1471	28822	69079
1472	28839	69054
1473	28857	69031
1474	28877	69011
1475	28896	68991
1476	28913	68965
1477	28931	68943
1478	28950	68921
1479	28968	68896
1480	28985	68871
1481	29003	68850
1482	29022	68827
1483	29039	68803
1484	29058	68781
1485	29076	68758
1486	29094	68734
1487	29110	68707
1488	29130	68688
1489	29148	68665
1490	29168	68646
1491	29187	68625
1492	29207	68607
1493	29226	68585
1494	29243	68560
1495	29262	68540
1496	29279	68515
1497	29296	68489
1498	29313	68462
1499	29330	68438
1500	29358	68437
1501	29379	68421
1502	29400	68406
1503	29418	68382
1504	29435	68357
1505	29454	68336
1506	29472	68313
1507	29491	68290
1508	29510	68270
1509	29529	68249
1510	29547	68227
1511	29567	68207
1512	29585	68184
1513	29606	68169
1514	29626	68149
1515	29649	68139
1516	29669	68120
1517	29690	68104
1518	29710	68085
1519	29728	68061
1520	29745	68037
1521	29767	68024
1522	29787	68005
1523	29806	67983
1524	29826	67965
1525	29846	67945
1526	29870	67936
1527	29891	67920
1528	29907	67893
1529	29924	67867
1530	29943	67846
1531	29966	67835
1532	29994	67833
1533	30014	67816
1534	30034	67797
1535	30052	67775
1536	30072	67755
1537	30089	67731
1538	30107	67707
1539	30123	67680
1540	30140	67654
1541	30159	67633
1542	30179	67614
1543	30197	67592
1544	30215	67568
1545	30233	67545
1546	30249	67519
1547	30267	67496
1548	30285	67473
1549	30303	67449
1550	30323	67430
1551	30349	67425
1552	30368	67405
1553	30389	67388
1554	30409	67370
1555	30429	67352
1556	30448	67330
1557	30470	67316
1558	30488	67294
1559	30508	67275
1560	30530	67260
1561	30551	67244
1562	30573	67229
1563	30592	67209
1564	30612	67190
1565	30633	67174
1566	30653	67156
1567	30673	67136
1568	30690	67112
1569	30706	67085
1570	30725	67064
1571	30743	67040
1572	30763	67021
1573	30781	66999
1574	30798	66975
1575	30817	66953
1576	30835	66930
1577	30853	66908
1578	30874	66891
1579	30893	66870
1580	30911	66847
1581	30929	66824
1582	30947	66801
1583	30964	66777
1584	30982	66754
1585	31000	66731
1586	31019	66709
1587	31043	66700
1588	31066	66687
1589	31087	66671
1590	31106	66650
1591	31130	66640
1592	31153	66628
1593	31178	66620
1594	31204	66614
1595	31234	66617
1596	31264	66620
1597	31294	66623
1598	31322	66622
1599	31354	66628
1600	31383	66628
1601	31409	66622
1602	31432	66610
1603	31455	66598
1604	31478	66586
1605	31500	66570
1606	31522	66555
1607	31540	66532
1608	31558	66510
1609	31581	66498
1610	31600	66476
1611	31617	66452
1612	31635	66427
1613	31652	66402
1614	31669	66379
1615	31688	66356
1616	31705	66331
1617	31728	66319
1618	31747	66298
1619	31772	66289
1620	31793	66273
1621	31820	66269
1622	31846	66264
1623	31877	66266
1624	31902	66258
1625	31921	66238
1626	31940	66216
1627	31961	66200
1628	31980	66179
1629	31999	66158
1630	32021	66142
1631	32037	66117
1632	32058	66099
1633	32076	66077
1634	32154	66177
1635	32192	66196
1636	32215	66182
1637	32233	66159
1638	32251	66136
1639	32270	66116
1640	32290	66096
1641	32308	66072
1642	32327	66050
1643	32345	66028
1644	32362	66004
1645	32381	65981
1646	32400	65962
1647	32420	65942
1648	32437	65917
1649	32454	65893
1650	32475	65874
1651	32494	65855
1652	32512	65831
1653	32530	65808
1654	32548	65784
1655	32566	65761
1656	32590	65751
1657	32612	65737
1658	32633	65719
1659	32653	65700
1660	32670	65674
1661	32688	65651
1662	32708	65632
1663	32725	65608
1664	32743	65584
1665	32762	65564
1666	32785	65551
1667	32804	65531
1668	32822	65506
